PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,28,1,2,1,2,0.99,1,1.70296625400078,0
2,12,1,2,1,2,1.2,2,1.20561675099998,1
3,76,1,4,1,2,0.5,1,1.57135652400029,0
4,65,1,3,1,1,1.5,2,1.27853450200018,1
5,15,1,1,1,1,0.99,1,1.30235948999871,0
6,62,1,3,1,2,1.5,2,1.56179210099981,1
7,31,1,1,1,1,1.2,2,1.51070897299905,1
8,19,1,1,1,1,1.1,1,1.35680747199876,0
9,7,1,1,1,1,1.15,2,1.26476501400066,1
10,72,1,4,1,2,0.5,1,1.25200771700111,0
11,64,1,3,1,2,1.5,2,1.242940043001,1
12,9,1,1,1,1,1.125,1,1.25897260000056,0
13,35,1,1,1,1,1.15,2,1.36950522199913,1
14,52,1,2,1,2,1.1,1,1.33174836600119,0
15,73,1,4,1,1,0.5,1,1.27262662100111,0
16,36,1,2,1,2,1.15,1,1.02137070199933,0
17,33,1,1,1,1,1.125,1,1.13562412499959,0
18,77,1,4,1,1,0.5,1,1.01972245499928,0
19,61,1,3,1,1,1.5,2,1.4319966510011,1
20,45,1,1,1,1,1.15,2,1.46069598000031,1
21,37,1,1,1,1,1.125,1,1.26025889599987,0
22,78,1,4,1,2,0.5,1,1.24297019400001,0
23,60,1,2,1,2,1.175,2,1.0117570729999,1
24,70,1,3,1,2,1.5,2,1.0095224100005,1
25,57,1,1,1,1,1.125,1,1.00818604599954,0
26,56,1,2,1,2,1.15,1,1.00724112199896,0
27,69,1,3,1,1,1.5,2,1.02021300900014,1
28,63,1,3,1,1,1.5,2,1.02095114000076,1
29,67,1,3,1,1,1.5,2,1.02050721800151,1
30,48,1,2,1,2,1.175,2,1.02048111799922,1
31,32,1,2,1,2,1.15,2,2.08575170999939,1
32,4,1,2,1,2,1.125,1,1.0085812390007,0
33,24,1,2,1,2,1.125,1,1.01367854800083,0
34,49,1,1,1,1,1.15,1,1.01264262600125,0
35,58,1,2,1,2,1.175,1,1.92304010899898,0
36,18,1,2,1,2,1.25,2,1.00915266000084,1
37,3,1,1,1,1,1.175,2,1.4494899500005,1
38,11,1,1,1,1,1.15,1,1.26573356300105,0
39,22,1,2,1,2,1.25,2,1.24659480999981,1
40,55,1,1,1,1,1.175,1,1.2142348189991,0
41,50,1,2,1,2,1.075,1,1.0500500649996,0
42,79,1,4,1,1,0.5,1,1.06508011899859,0
43,75,1,4,1,1,0.5,1,1.01571479699851,0
44,14,1,2,1,2,1.2,1,1.57632207800089,0
45,5,1,1,1,1,1.3,2,1.16838175299927,1
46,43,1,1,1,1,1.3,2,1.05223492000005,1
47,2,1,2,1,2,1.35,2,1.01031017899913,1
48,1,1,1,1,1,1.25,2,1.22954335299983,1
49,42,1,2,1,2,1.35,2,1.13385376299993,1
50,38,1,2,1,2,1.025,1,1.13015681199977,0
51,34,1,2,1,2,1.25,2,1.01997082700109,1
52,71,1,4,1,1,0.5,1,1.06344336300026,0
53,10,1,2,1,2,1.2,1,1.13567469200098,0
54,30,1,2,1,2,1.3,2,1.02733366899884,1
55,74,1,4,1,2,0.5,1,1.12594304699996,0
56,44,1,2,1,2,1.05,1,1.01514711600066,0
57,17,1,1,1,1,1.075,1,1.01135128799979,0
58,66,1,3,1,2,1.5,2,1.09010851499988,1
59,29,1,1,1,1,1.175,2,1.01015960699988,1
60,39,1,1,1,1,1.175,2,1.00970452300135,1
61,8,1,2,1,2,1.25,2,1.00787203599975,1
62,27,1,1,1,1,1.175,1,1.00815256999886,0
63,53,1,1,1,1,1.05,1,1.97400412100069,0
64,47,1,1,1,1,1.25,2,2.09479736700087,1
65,21,1,1,1,1,1.175,2,1.0934097850004,1
66,80,1,4,1,2,0.5,1,1.00700143100039,0
67,23,1,1,1,1,1.175,2,1.01543293800023,1
68,54,1,2,1,2,1.2,1,1.00916723999944,0
69,68,1,3,1,2,1.5,2,1.61301281099986,1
70,20,1,2,1,2,1.2,2,1.62226209500113,1
71,51,1,1,1,1,1.175,1,1.16608553900005,0
72,46,1,2,1,2,1.1,1,1.59277557099995,0
73,41,1,1,1,1,1.075,1,1.02006325900038,0
74,59,1,1,1,1,1.2,2,1.02751934099979,1
75,26,1,2,1,2,1.25,2,1.02114440700097,1
76,40,1,2,1,2,1.175,2,1.72543331000088,1
77,6,1,2,1,2,1.125,1,1.22794370200063,0
78,13,1,1,1,1,1.1,1,1.00804431299912,0
79,16,1,2,1,2,1.2,1,1.01434039099877,0
80,25,1,1,1,1,1.175,2,2.20200432000092,1
81,88,2,2,2,2,0.99,1,1.96127542400063,0
82,152,2,4,2,2,0.5,1,1.01282990400068,0
83,98,2,2,2,2,1.2,2,1.62095795599998,1
84,138,2,2,2,2,1.1,2,1.50194077999913,1
85,109,2,1,2,1,0.99,1,1.36158459100079,0
86,137,2,1,2,1,1.2,2,1.30162537800061,1
87,123,2,1,2,1,1.1,2,1.29978542999925,1
88,92,2,2,2,2,1.025,1,1.20234332700056,0
89,85,2,1,2,1,1.025,2,1.37975589900088,1
90,119,2,1,2,1,0.975,1,1.22794520299976,0
91,143,2,3,2,1,1.5,2,1.37123739200069,1
92,132,2,2,2,2,1.05,1,1.27950698799941,0
93,84,2,2,2,2,1.075,2,1.32523944500099,1
94,146,2,3,2,2,1.5,2,1.16997638900102,1
95,142,2,3,2,2,1.5,2,1.22115536299862,1
96,157,2,4,2,1,0.5,1,1.25205584099967,0
97,125,2,1,2,1,1.01,2,1.02034988800006,1
98,160,2,4,2,2,0.5,1,1.02056141400135,0
99,120,2,2,2,2,1.05,2,2.06127074599863,1
100,101,2,1,2,1,0.975,2,1.33492452199971,1
101,124,2,2,2,2,0.975,1,1.00912958499976,0
102,102,2,2,2,2,1.05,2,1.32934179400036,1
103,89,2,1,2,1,0.85,1,1.22853842499899,0
104,158,2,4,2,2,0.5,1,1.21277650999946,0
105,94,2,2,2,2,1.01,2,1.16540627599898,1
106,126,2,2,2,2,0.825,1,1.00816888400004,0
107,153,2,4,2,1,0.5,1,1.00697010499971,0
108,100,2,2,2,2,0.85,1,1.80492592700102,0
109,122,2,2,2,2,0.875,1,2.74968955000077,0
110,154,2,4,2,2,0.5,1,1.00706368399915,0
111,151,2,4,2,1,0.5,1,1.01633695799865,0
112,114,2,2,2,2,1.01,2,1.23439273199983,1
113,95,2,1,2,1,0.925,1,1.16037811899878,0
114,81,2,1,2,1,0.95,1,1.06883466199906,0
115,112,2,2,2,2,0.875,1,1.52447630300048,0
116,118,2,2,2,2,1.01,1,1.44097150900052,0
117,131,2,1,2,1,0.99,1,1.06318778400055,0
118,106,2,2,2,2,1.175,2,1.0199738249994,1
119,99,2,1,2,1,1.01,1,1.19174463600029,0
120,144,2,3,2,2,1.5,2,1.01977649199944,1
121,93,2,1,2,1,1.125,2,1.56399123299889,1
122,107,2,1,2,1,1.05,2,1.58911329900002,1
