PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,54,1,2,1,2,0.99,1,1.01738820900209,0
2,72,1,4,1,2,0.5,1,1.01174717799586,0
3,48,1,2,1,2,1.2,2,1.16992403799668,1
4,26,1,2,1,2,1.1,1,4.28486472400255,0
5,30,1,2,1,2,1.15,2,1.4799777570006,1
6,16,1,2,1,2,1.125,2,1.48776033899776,1
7,52,1,2,1,2,1.1,2,1.58195071900263,1
8,51,1,1,1,1,0.99,2,1.31650532499771,1
9,69,1,3,1,1,1.5,2,1.02331238999614,1
10,24,1,2,1,2,1.025,1,1.1538078060039,0
11,17,1,1,1,1,0.75,1,1.01430366600107,0
12,58,1,2,1,2,1.075,1,1.70392113600246,0
13,44,1,2,1,2,1.075,2,1.8114588669996,1
14,53,1,1,1,1,0.9,1,3.38852004699584,0
15,56,1,2,1,2,0.9,1,1.59803492199717,0
16,33,1,1,1,1,0.975,1,1.43080373499834,0
17,8,1,2,1,2,0.925,1,1.32996123900375,0
18,78,1,4,1,2,0.5,1,1.01340383900242,0
19,25,1,1,1,1,1.1,1,2.4910364660027,0
20,76,1,4,1,2,0.5,1,1.05605874899629,0
21,11,1,1,1,1,1.25,2,1.37467877299787,1
22,14,1,2,1,2,1.05,2,3.09019533300307,1
23,31,1,1,1,1,1.15,2,2.17554605599435,1
24,27,1,1,1,1,1.1,1,1.47414732800098,0
25,79,1,4,1,1,0.5,1,1.01709466999455,0
26,57,1,1,1,1,1.125,2,2.05561479100288,1
27,43,1,1,1,1,1.1,1,3.2272004530023,0
28,6,1,2,1,2,0.875,1,1.00912538699777,0
29,21,1,1,1,1,1.125,1,1.49493185200117,0
30,65,1,3,1,1,1.5,2,1.49940969599993,1
31,70,1,3,1,2,1.5,2,1.02033271400433,1
32,18,1,2,1,2,1.25,2,1.53023392599425,1
33,80,1,4,1,2,0.5,1,1.0203832249972,0
34,3,1,1,1,1,1.175,2,1.74466981200385,1
35,41,1,1,1,1,1.175,2,1.48548905200005,1
36,34,1,2,1,2,1.05,1,1.59587764900061,0
37,37,1,1,1,1,1.1,1,1.41657549500087,0
38,73,1,4,1,1,0.5,1,2.84873422300006,0
39,71,1,4,1,1,0.5,1,9.16868670099939,0
40,28,1,2,1,2,1.25,1,2.00454543600063,0
41,64,1,3,1,2,1.5,2,1.00933826799883,1
42,66,1,3,1,2,1.5,2,1.17443398899923,1
43,62,1,3,1,2,1.5,2,1.60210928599554,1
44,77,1,4,1,1,0.5,1,1.35367583799962,0
45,20,1,2,1,2,1.4,2,1.63817973500409,1
46,5,1,1,1,1,1.15,2,2.14161658100056,1
47,50,1,2,1,2,0.8,1,1.05540885399387,0
48,4,1,2,1,2,1.35,2,1.34401669300132,1
49,15,1,1,1,1,1.125,1,2.65241468599561,0
50,19,1,1,1,1,1.15,1,2.26184295299754,0
51,39,1,1,1,1,1.25,2,1.09351804100152,1
52,23,1,1,1,1,1.2,2,1.49245308700483,1
53,9,1,1,1,1,1.075,2,1.29183360200113,1
54,63,1,3,1,1,1.5,2,1.13739518700459,1
55,12,1,2,1,2,1.3,2,1.00804546099971,1
56,61,1,3,1,1,1.5,2,1.00689865899767,1
57,46,1,2,1,2,0.875,1,1.26260431899573,0
58,55,1,1,1,1,0.825,1,1.27925449600298,0
59,32,1,2,1,2,1.2,2,2.65439958100615,1
60,7,1,1,1,1,0.875,1,1.13523958800215,0
61,49,1,1,1,1,1.35,2,1.0291721370013,1
62,29,1,1,1,1,0.975,1,1.01257490900025,0
63,42,1,2,1,2,1.175,1,1.46359320900228,0
64,36,1,2,1,2,1.35,2,1.01139373899787,1
65,47,1,1,1,1,1.075,1,1.61692657200183,0
66,59,1,1,1,1,1.1,1,1.55430778199661,0
67,67,1,3,1,1,1.5,2,1.04403028100205,1
68,2,1,2,1,2,0.85,1,1.23639792299946,0
69,60,1,2,1,2,1.3,2,1.02201323999907,1
70,74,1,4,1,2,0.5,1,1.0196033079992,0
71,10,1,2,1,2,1.25,2,1.40103531600471,1
72,75,1,4,1,1,0.5,1,1.0989624510039,0
73,40,1,2,1,2,0.95,1,1.20573000600416,0
74,13,1,1,1,1,1.175,2,1.77198684099858,1
75,1,1,1,1,1,1.125,1,2.48020576099952,0
76,68,1,3,1,2,1.5,2,5.8470603619935,1
77,45,1,1,1,1,1.125,2,1.91510339699744,1
78,35,1,1,1,1,1.1,1,2.17647723200207,0
79,38,1,2,1,2,1.15,1,2.02033370599383,0
80,22,1,2,1,2,1.25,2,1.42924973300251,1
81,152,2,4,2,2,0.5,1,2.40277148599853,0
82,112,2,2,2,2,0.99,2,2.23617332499998,1
83,107,2,1,2,1,0.99,1,1.95221906900406,0
