PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,57,1,1,1,1,0.99,1,1.42466554200018,0
2,21,1,1,1,1,1.2,1,2.09836034199998,0
3,20,1,2,1,2,0.99,1,1.76316645399947,0
4,27,1,1,1,1,1.35,2,1.96579316700081,1
5,45,1,1,1,1,1.25,1,1.57721096400019,0
6,68,1,3,1,2,1.5,2,1.33231787399927,1
7,67,1,3,1,1,1.5,2,1.53224316399974,1
8,80,1,4,1,2,0.5,1,1.55302587000006,0
9,18,1,2,1,2,1.2,2,1.42811686000005,1
10,15,1,1,1,1,1.3,1,1.50999408600001,0
11,72,1,4,1,2,0.5,1,1.4567707999995,0
12,7,1,1,1,1,1.35,1,1.37024731299971,0
13,78,1,4,1,2,0.5,1,1.50657196199973,0
14,5,1,1,1,1,1.4,1,1.95227876899935,0
15,46,1,2,1,2,1.1,2,1.48551004199999,1
16,79,1,4,1,1,0.5,1,1.4999075880005,0
17,59,1,1,1,1,1.45,2,1.52631644800022,1
18,22,1,2,1,2,1.025,1,1.69875988000058,0
19,43,1,1,1,1,1.4,1,2.36706863400013,0
20,36,1,2,1,2,1.05,1,1.77859592200002,0
21,14,1,2,1,2,1.075,2,1.7085447190002,1
22,75,1,4,1,1,0.5,2,1.57653231899985,1
23,9,1,1,1,1,1.4,2,1.81148054799996,1
24,47,1,1,1,1,1.15,1,1.49507644599998,0
25,69,1,3,1,1,1.5,1,1.54220597600033,0
26,29,1,1,1,1,1.2,1,1.46088231399972,0
27,10,1,2,1,2,1.05,2,1.16571113200007,1
28,16,1,2,1,2,0.975,2,1.01034274599988,1
29,19,1,1,1,1,1.25,1,1.68093091299943,0
30,23,1,1,1,1,1.4,1,2.13502745900041,0
31,60,1,2,1,2,0.75,1,1.55406112400033,0
32,65,1,3,1,1,1.5,1,2.285350956,0
33,33,1,1,1,1,1.45,1,1.46854403799989,0
34,3,1,1,1,1,1.2,1,1.51610927899947,0
35,49,1,1,1,1,1.25,1,1.3505223760003,0
36,34,1,2,1,2,0.75,1,1.40753577999931,0
37,39,1,1,1,1,1.45,2,2.16283759099952,1
38,17,1,1,1,1,1.5,1,1.51570230600009,0
39,70,1,3,1,2,1.5,2,1.67307629300012,1
40,26,1,2,1,2,0.8,1,1.72690155599958,0
41,77,1,4,1,1,0.5,1,1.37880298599976,0
42,48,1,2,1,2,1.25,2,2.07713810599944,1
43,1,1,1,1,1,1.2,1,1.41399749700031,0
44,37,1,1,1,1,1.25,1,1.34788614799982,0
45,73,1,4,1,1,0.5,1,1.54953735299932,0
46,2,1,2,1,2,0.9,1,1.70676633499988,0
47,31,1,1,1,1,1.25,1,1.51240085500012,0
48,24,1,2,1,2,1.025,1,1.39603731500029,0
49,30,1,2,1,2,1.075,1,1.42948764599987,0
50,76,1,4,1,2,0.5,1,1.10271434500009,0
51,63,1,3,1,1,1.5,1,1.22822473500037,0
52,38,1,2,1,2,1.3,2,1.5101009,1
53,41,1,1,1,1,1.3,2,1.81202409599973,1
54,35,1,1,1,1,1.175,1,1.23856642400006,0
55,74,1,4,1,2,0.5,1,1.009803422,0
56,12,1,2,1,2,1.25,2,1.23467549700035,1
57,53,1,1,1,1,1.2,1,1.71441925799991,0
58,51,1,1,1,1,1.25,1,1.12868686500042,0
59,71,1,4,1,1,0.5,1,1.86082215500028,0
60,32,1,2,1,2,1.2,1,1.86664009199922,0
61,28,1,2,1,2,1.4,2,1.64830056299979,1
62,64,1,3,1,2,1.5,1,1.96799969800031,0
63,8,1,2,1,2,0.75,1,1.46810400899994,0
64,54,1,2,1,2,1.35,2,1.06720827200024,1
65,6,1,2,1,2,1.3,1,1.93985328700001,0
66,11,1,1,1,1,1.25,1,1.01796185200055,0
67,55,1,1,1,1,1.5,2,1.08227651799916,1
68,52,1,2,1,2,1.5,2,1.24883575500007,1
69,61,1,3,1,1,1.5,2,2.26440460699996,1
70,25,1,1,1,1,1.5,1,1.55199068399997,0
71,56,1,2,1,2,0.75,1,1.59437543900003,0
72,66,1,3,1,2,1.5,2,1.34135846499976,1
73,62,1,3,1,2,1.5,2,1.42646768499981,1
74,4,1,2,1,2,1.45,2,1.57232865600054,1
75,58,1,2,1,2,1.4,1,1.33742794699992,0
76,40,1,2,1,2,0.65,1,1.38173157199981,0
77,13,1,1,1,1,1.25,1,1.35365530400031,0
78,42,1,2,1,2,1.5,1,1.75559647999944,0
79,44,1,2,1,2,0.6,1,1.51823421399968,0
80,50,1,2,1,2,1.5,2,1.40284410599997,1
81,129,2,1,2,1,0.99,1,1.34966621399963,0
82,146,2,3,2,2,1.5,2,1.0103217599999,1
83,98,2,2,2,2,0.99,2,1.38550325799952,1
84,109,2,1,2,1,1.2,2,1.16413992700018,1
85,92,2,2,2,2,0.75,1,1.32748151899978,0
86,99,2,1,2,1,1.1,2,1.6985844109995,1
87,81,2,1,2,1,1.025,1,1.29011042499951,0
88,147,2,3,2,1,1.5,2,1.12835426999936,1
89,111,2,1,2,1,1.05,2,1.7017521709995,1
90,85,2,1,2,1,1.01,1,1.00931913499971,0
91,88,2,2,2,2,0.9,1,1.17676245500024,0
92,104,2,2,2,2,0.975,2,1.58764818899999,1
93,113,2,1,2,1,1.05,1,1.50065355100014,0
94,121,2,1,2,1,1.075,2,1.34632960599993,1
95,110,2,2,2,2,0.925,2,2.89287554299972,1
96,96,2,2,2,2,0.9,1,2.07425425199926,0
97,140,2,2,2,2,0.925,1,1.33799656799965,0
98,143,2,3,2,1,1.5,2,1.39181498400012,1
99,114,2,2,2,2,0.95,1,1.44732729899988,0
100,153,2,4,2,1,0.5,1,1.33181781400071,0
101,152,2,4,2,2,0.5,1,1.31373298300059,0
102,105,2,1,2,1,1.05,2,1.69628882899997,1
103,155,2,4,2,1,0.5,1,1.01226164800028,0
104,91,2,1,2,1,0.99,1,1.17360939800074,0
105,87,2,1,2,1,1.025,2,1.56042037299994,1
106,90,2,2,2,2,1.025,2,1.6109718860007,1
107,112,2,2,2,2,1.01,1,2.24425996400078,0
108,128,2,2,2,2,1.25,2,1.24650492399996,1
109,157,2,4,2,1,0.5,1,1.31575007900028,0
110,94,2,2,2,2,1.25,2,1.32694038200043,1
111,150,2,3,2,2,1.5,2,1.01194041700001,1
112,127,2,1,2,1,0.925,1,1.33294386899979,0
113,159,2,4,2,1,0.5,1,1.185761834,0
114,138,2,2,2,2,1.2,2,1.00798139499966,1
115,93,2,1,2,1,0.95,1,1.14241010899968,0
116,106,2,2,2,2,0.75,1,1.27314980099982,0
117,97,2,1,2,1,1.1,2,1.41537685500043,1
118,132,2,2,2,2,1.125,2,1.40934355199988,1
119,122,2,2,2,2,0.975,1,1.50687091500004,0
120,160,2,4,2,2,0.5,1,1.32148351599972,0
121,95,2,1,2,1,1.025,1,1.35581820100015,0
122,107,2,1,2,1,1.05,2,1.34886182700029,1
123,156,2,4,2,2,0.5,1,1.06527109099989,0
124,125,2,1,2,1,1.05,2,1.71449913200013,1
125,86,2,2,2,2,1.175,2,1.32620474299983,1
126,136,2,2,2,2,0.8,1,1.4110359489996,0
127,118,2,2,2,2,1.075,2,1.02061667900034,1
128,144,2,3,2,2,1.5,2,1.73254418499982,1
129,84,2,2,2,2,1.01,2,1.57631820000006,1
130,137,2,1,2,1,1.025,2,1.59758431499995,1
131,124,2,2,2,2,0.95,1,1.9965739270001,0
132,133,2,1,2,1,1.01,1,1.53221559299982,0
133,117,2,1,2,1,1.01,1,1.15264949300035,0
134,149,2,3,2,1,1.5,2,1.10085062799953,1
135,135,2,1,2,1,1.05,1,1.37105554499976,0
136,101,2,1,2,1,1.1,1,4.58958210299988,0
137,115,2,1,2,1,1.25,2,1.01968863899947,1
138,89,2,1,2,1,1.2,2,1.10278552299951,1
139,100,2,2,2,2,0.99,1,1.66039168299994,0
140,148,2,3,2,2,1.5,2,1.29404630000045,1
141,130,2,2,2,2,1.075,1,1.01297517799958,0
142,83,2,1,2,1,0.9,1,1.01205323699924,0
143,139,2,1,2,1,1.15,2,1.51391296100064,1
144,119,2,1,2,1,1.1,2,1.39875905999997,1
145,141,2,3,2,1,1.5,2,1.64804740400086,1
146,116,2,2,2,2,1.2,2,1.02459264199933,1
147,145,2,3,2,1,1.5,2,1.02085102500041,1
148,154,2,4,2,2,0.5,1,1.99287480000021,0
149,158,2,4,2,2,0.5,1,1.68499792199964,0
150,123,2,1,2,1,1.075,1,1.49670925400005,0
151,134,2,2,2,2,1.175,2,2.05171326000072,1
152,82,2,2,2,2,0.85,1,1.78005809200022,0
153,142,2,3,2,2,1.5,2,1.12582303500039,1
154,151,2,4,2,1,0.5,1,1.39417219999996,0
155,103,2,1,2,1,0.9,2,1.46156299900031,1
156,102,2,2,2,2,1.1,2,1.35530235199985,1
157,131,2,1,2,1,0.8,1,1.01966715500021,0
158,108,2,2,2,2,1.075,2,1.92008673300006,1
159,120,2,2,2,2,0.925,1,1.35088365199954,0
160,126,2,2,2,2,1.025,2,1.85164549599995,1
161,196,1,2,3,2,0.99,1,1.1282026609997,0
162,223,1,3,3,1,1.5,2,1.06275686000026,1
163,231,1,4,3,1,0.5,1,3.52179780200004,0
164,227,1,3,3,1,1.5,2,1.00946049899994,1
165,166,1,2,3,2,1.2,2,1.00911386600001,1
166,177,1,1,3,1,0.99,1,1.00706068599993,0
