PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,52,1,2,1,2,0.99,1,1.8326940019997,0
2,62,1,3,1,2,1.5,2,1.38023270199983,1
3,49,1,1,1,1,0.99,2,2.04222624800013,1
4,60,1,2,1,2,1.2,2,2.04872857999999,1
5,17,1,1,1,1,0.75,1,1.58709047999992,0
6,33,1,1,1,1,0.9,1,1.84519771699979,0
7,75,1,4,1,1,0.5,1,1.33239563300003,0
8,18,1,2,1,2,1.1,2,1.93338844699974,1
9,16,1,2,1,2,1.025,1,1.76757242099984,0
10,79,1,4,1,1,0.5,1,1.31423240000004,0
11,30,1,2,1,2,1.05,1,2.04814420799994,0
12,26,1,2,1,2,1.075,2,1.61376685100004,1
13,78,1,4,1,2,0.5,1,1.37508499800015,0
14,41,1,1,1,1,0.975,1,1.99470916100017,0
15,42,1,2,1,2,1.05,1,2.08761695500016,0
16,36,1,2,1,2,1.075,2,1.87043041700008,1
17,54,1,2,1,2,1.075,2,2.06945569400023,1
18,12,1,2,1,2,1.05,1,1.80553388500039,0
19,11,1,1,1,1,1.1,2,1.57390742500002,1
20,59,1,1,1,1,1.01,2,2.51044739500003,1
21,64,1,3,1,2,1.5,2,1.61996637699986,1
22,14,1,2,1,2,1.075,1,2.30335143699995,0
23,70,1,3,1,2,1.5,2,2.00485074400012,1
24,58,1,2,1,2,1.075,1,2.14609002499992,0
25,76,1,4,1,2,0.5,1,1.58904915899984,0
26,55,1,1,1,1,0.975,1,2.20661086200016,0
27,34,1,2,1,2,1.1,2,2.51051306599993,1
28,1,1,1,1,1,0.99,1,2.21094309499995,0
29,35,1,1,1,1,1.025,2,2.51397921700027,1
30,44,1,2,1,2,1.1,2,1.90355288299997,1
31,4,1,2,1,2,1.05,2,1.51131669799997,1
32,21,1,1,1,1,1.01,2,1.92021286199997,1
33,39,1,1,1,1,0.975,2,2.84370639300005,1
34,77,1,4,1,1,0.5,1,1.61904046499967,0
35,51,1,1,1,1,0.875,1,1.47519183899976,0
36,53,1,1,1,1,1.075,2,1.45771850699975,1
37,67,1,3,1,1,1.5,2,1.4579036680002,1
38,24,1,2,1,2,0.95,1,1.40897224500031,0
39,7,1,1,1,1,0.95,1,1.43679369399979,0
40,47,1,1,1,1,0.975,2,1.73382763800009,1
41,6,1,2,1,2,0.975,1,2.63683585799981,0
42,56,1,2,1,2,1.15,2,1.39558567799986,1
43,2,1,2,1,2,1.05,2,2.33282802699978,1
44,46,1,2,1,2,0.925,1,1.65004451899995,0
45,29,1,1,1,1,0.875,1,1.4882842019997,0
46,57,1,1,1,1,0.9,1,1.42976570899964,0
47,31,1,1,1,1,1.05,2,1.32853613900033,1
48,15,1,1,1,1,0.95,1,1.54115942999988,0
49,63,1,3,1,1,1.5,2,1.33185889099968,1
50,50,1,2,1,2,0.95,1,1.47371408299978,0
51,3,1,1,1,1,0.99,1,2.16921851500001,0
52,80,1,4,1,2,0.5,1,1.30739208700015,0
53,9,1,1,1,1,1.025,2,2.22372060599992,1
54,74,1,4,1,2,0.5,1,1.35890097499987,0
55,37,1,1,1,1,0.99,2,2.75588445100038,1
56,28,1,2,1,2,1.15,2,1.5108551659996,1
57,48,1,2,1,2,1.01,2,2.57197503199995,1
58,23,1,1,1,1,0.95,1,1.44087322699988,0
59,32,1,2,1,2,0.9,1,1.49086987299961,0
60,38,1,2,1,2,0.925,1,1.79260098300028,0
61,10,1,2,1,2,1.175,2,1.45105394299981,1
62,40,1,2,1,2,0.99,1,1.60994284300023,0
63,8,1,2,1,2,1.01,1,1.79401052999992,0
64,43,1,1,1,1,0.975,1,1.85214363600016,0
65,25,1,1,1,1,0.975,1,1.46076487500022,0
66,5,1,1,1,1,0.975,1,1.45312369200019,0
67,66,1,3,1,2,1.5,2,1.42206791700028,1
68,20,1,2,1,2,1.025,1,1.69802631799985,0
69,72,1,4,1,2,0.5,1,1.31132313299986,0
70,45,1,1,1,1,0.975,1,1.78717867499972,0
71,13,1,1,1,1,1.01,2,1.877775767,1
72,27,1,1,1,1,0.975,1,1.32207365000022,0
73,65,1,3,1,1,1.5,2,1.31122489500012,1
74,71,1,4,1,1,0.5,1,1.68456498399973,0
75,69,1,3,1,1,1.5,2,1.36340150499973,1
76,22,1,2,1,2,1.05,2,2.5569158899998,1
