PresOrder,TrialNumber,ShapeNoShape,StairNum,BlockNum,TargetPosition,TargetLuminance,Response,RespScreenOnset_to_Resp,ExpStartOnset_to_Resp,StimOnset_to_Resp,Accuracy,Stair_Update
1,112,2,2,1,1,1,2,0.810450999997556,2.17732499993872,1.56071669992525,0,1
2,80,2,2,1,1,0.7,1,0.216311599942856,1.7665149999084,0.966607800102793,1,0
3,26,2,1,1,1,1,2,0.404098699917085,1.38745949999429,1.15410259994678,0,1
4,95,1,2,1,2,1,1,0.529363000066951,1.87938089994714,1.27935890003573,0,1
5,97,1,1,1,2,1,1,0.157710199942812,1.20779830007814,0.907768300035968,0,1
6,87,1,2,1,1,0.7,1,0.0222846999531612,1.12230990000535,0.77232190000359,1,0
7,46,2,1,1,1,0.7,1,0.225481500034221,1.59215339994989,0.97551050002221,1,0
8,28,2,2,1,2,0.85,2,0.209711799980141,1.25973910000175,0.959752499940805,1,0
9,66,2,1,1,2,0.85,1,0.212821500026621,1.19621490000281,0.962606400018558,0,1
10,108,2,2,1,1,0.95,1,1.35904459992889,2.57579849998001,2.1090921999421,1,0
11,36,2,2,1,2,1.05,1,0.245112600037828,1.41185829997994,0.995147400069982,1,1
12,56,2,2,1,1,0.95,1,0.264379999949597,1.81445669999812,1.01445060002152,1,0
13,94,2,1,1,1,0.75,1,0.0625113999703899,1.52916539995931,0.812525400076993,1,0
14,82,2,1,1,2,0.8,2,0.188485000049695,1.65515040000901,0.938481799908914,1,0
15,8,2,2,1,2,1,1,0.233434599940665,1.3834857000038,0.98347430001013,0,1
16,93,1,1,1,1,0.7,1,0.170110600069165,1.22014739993028,0.920106500037946,1,0
17,52,2,2,1,2,0.95,1,0.821168499998748,2.05450189998373,1.5712222000584,0,1
18,89,1,1,1,1,0.85,1,0.200856899959035,1.76758889993653,0.950898800045252,1,0
19,77,1,1,1,1,0.95,1,0.203186099999584,1.41985890001524,0.95322240004316,1,0
20,11,1,2,1,2,0.85,2,0.180591200012714,1.23060220002662,0.930634599993937,1,0
21,27,1,2,1,1,0.95,1,0.208069899934344,1.62472299998626,0.958077399991453,1,0
22,61,1,1,1,1,1.05,1,0.222914499929175,1.72296519996598,0.972946900059469,0,0
23,76,2,2,1,1,0.95,1,0.0941969000268728,1.36091809999198,0.844251899980009,1,0
24,35,1,2,1,1,1.05,1,0.523569299955852,1.97359050007071,1.27362429990899,0,0
25,63,1,2,1,1,1.35,1,0.244998599984683,1.76168829994276,0.995044199982658,0,0
26,106,2,1,1,2,0.85,2,0.202847299980931,1.28619510005228,0.95288559992332,1,0
27,129,2,3,1,1,0.35,1,0.203099199919961,1.68641870003194,0.953142900019884,1,0
28,139,2,3,1,2,0.35,2,0.212812000070699,1.22952029993758,0.962823400041088,1,0
29,31,1,2,1,2,1.5,1,0.194638599990867,1.32804099994246,0.944682999979705,1,1
30,88,2,2,1,2,0.95,2,0.100541900028475,1.53390069992747,0.850600900012068,1,0
31,98,2,1,1,2,0.9,2,0.130626699887216,1.54731709999032,0.880657500005327,1,0
32,86,2,1,1,2,0.95,2,0.177057399996556,1.54372489999514,0.927082799957134,1,0
33,25,1,1,1,1,1.35,2,0.00238590000662953,1.48568259994499,0.75241700001061,1,1
34,107,1,2,1,2,1.4,1,0.000611399998888373,1.46729219995905,0.750654999981634,1,1
35,37,1,1,1,1,1.2,2,0.000652099959552288,1.56733730004635,0.750717299990356,1,1
36,128,2,3,1,2,1.65,1,0.000605500070378184,1.00059869990218,0.750650599948131,1,1
37,123,2,3,1,1,1.65,2,1.08015560009517,2.39684439997654,1.83020129997749,1,1
38,133,2,3,1,1,0.35,1,0.0442784000188112,1.1443151999265,0.79433149995748,1,0
39,58,2,1,1,1,1.05,2,0.0720805999590084,1.20544799999334,0.822131399996579,1,1
40,47,1,2,1,2,1.35,1,0.158337200060487,1.40841699996963,0.908388199983165,1,1
41,60,2,2,1,1,0.95,1,0.267005099914968,1.66706290002912,1.01701910002157,1,0
42,137,2,3,1,2,0.35,2,0.000594699988141656,1.01728509995155,0.750641099992208,1,0
43,136,2,3,1,1,1.65,2,0.0603751000016928,1.11034920008387,0.810363000025973,1,1
44,102,2,1,1,2,1,1,0.000641099992208183,1.36731420003343,0.750628800014965,0,1
45,73,1,1,1,2,1.1,1,0.874307699967176,2.04101260006428,1.62435930001084,1,1
46,74,2,1,1,1,0.95,1,0.0804304999765009,1.13043280004058,0.83048260002397,1,0
47,104,2,2,1,1,0.95,2,0.00907389994245023,1.37576229998376,0.759110399987549,0,1
48,57,1,1,1,1,1,2,0.035872699925676,1.03590200003237,0.785900600021705,0,1
49,101,1,1,1,1,0.95,1,0.671960099949501,2.20531650003977,1.42199100006837,1,0
50,51,1,2,1,2,1.25,1,0.855962799978442,2.2559898000909,1.60595919995103,1,1
51,49,1,1,1,2,1,1,0.105957599938847,1.27266410004813,0.855988400056958,0,1
52,62,2,1,1,1,1,2,0.120440499973483,1.32052409998141,0.870480100042187,0,1
53,69,1,1,1,1,0.95,1,0.138867600006051,1.43890060007107,0.888917400036007,1,0
54,71,1,2,1,1,1.15,2,0.377409000066109,1.54409219999798,1.12738600000739,1,1
55,90,2,1,1,2,0.95,1,0.354175099986605,1.43754289997742,1.10421699995641,0,1
56,5,1,1,1,1,1,1,0.0994701000163332,1.58280020009261,0.84946639998816,0,0
57,78,2,1,1,2,0.95,1,0.301345599931665,1.61805359995924,1.05135079997126,0,1
58,68,2,2,1,2,0.95,1,0.113675000029616,1.18039769993629,0.863666499964893,0,1
59,19,1,2,1,1,1.05,2,0.218360799946822,1.3683320999844,0.968408799963072,1,1
60,55,1,2,1,1,1,1,0.282967699924484,1.51630260003731,1.03298510005698,0,0
61,91,1,2,1,1,1.05,1,0.000626499997451901,1.40062200010289,0.750679099932313,0,0
62,138,2,3,1,2,0.35,2,0.130981699912809,1.19767170003615,0.880998100037687,1,0
63,124,2,3,1,2,1.65,1,0.000628400011919439,1.40053929993883,0.750631300034001,1,1
64,59,1,2,1,2,1.1,1,0.967046100064181,2.30040939990431,1.71709789999295,1,1
65,84,2,2,1,2,0.95,1,0.000612800009548664,1.4173522000201,0.750668100081384,0,1
66,22,2,1,1,2,0.95,1,0.201198099995963,1.3012616999913,0.951237800065428,0,1
67,72,2,2,1,2,0.95,1,0.0800404000328854,1.38003260002006,0.830054099904373,0,1
68,54,2,1,1,1,0.95,1,0.0851677999598905,1.35175199992955,0.835195600055158,1,0
69,33,1,1,1,1,1,1,0.208011299953796,1.74131890002172,0.95804679999128,0,0
70,65,1,1,1,1,1.05,1,0.144614499993622,1.59459820005577,0.894663100014441,0,0
71,64,2,2,1,2,0.95,1,0.151468200027011,1.3182017999934,0.901507999980822,0,1
72,1,1,1,1,2,1.05,1,0.0568226999603212,1.5401678000344,0.806861900025979,1,1
73,99,1,2,1,1,1.05,1,0.297372700064443,1.29739830002654,1.04741479991935,0,0
74,18,2,1,1,2,0.95,1,0.255414100014605,1.28881779999938,1.00540999998339,0,1
75,48,2,2,1,1,0.95,1,0.210065199993551,1.3601186000742,0.960138499969617,1,0
76,109,1,1,1,1,1.05,2,0.506601500092074,1.55663130001631,1.2566419999348,1,1
77,117,1,1,1,1,1,1,0.690287900040857,1.87365460000001,1.44033960008528,0,0
78,4,2,2,1,2,0.95,1,0.537074099993333,1.95380360004492,1.28710720001254,0,1
79,10,2,1,1,1,0.95,1,0.0792773000430316,1.26263749995269,0.829327299958095,1,0
80,6,2,1,1,2,0.95,1,0.0604086999082938,1.52706059999764,0.810388499987312,0,1
81,121,2,3,1,1,1.65,2,0.0339963000733405,1.58398090000264,0.784048600005917,1,1
82,140,2,3,2,2,0.35,2,0.000633899937383831,1.33398120000493,0.75066850008443,1,0
83,44,2,2,1,2,0.95,1,0.155019299942069,1.25502410007175,0.905065800063312,0,1
84,39,1,2,1,1,1.05,1,0.000637400080449879,1.18397609994281,0.750661800033413,0,0
85,9,1,1,1,1,1,1,0.398630400071852,1.93192170001566,1.14865949994419,0,0
86,42,2,1,1,2,0.95,1,0.555401400080882,2.10539289994631,1.3054091000231,0,1
