PresOrder,TrialNumber,Far_Close,Hallway,Perspective,Phase,Catch_Trial,Response,Response_Time
1,71,1,1,1,1,1,1,NaN
2,100,2,1,1,2,1,1,NaN
3,73,1,2,1,1,1,1,NaN
4,40,2,2,2,2,1,1,NaN
5,50,1,1,2,1,1,1,NaN
6,110,2,2,1,2,1,1,NaN
7,16,1,2,1,1,1,1,NaN
8,31,1,1,2,1,1,1,NaN
9,54,1,2,1,1,2,1,0.531287047987462
10,86,2,1,2,2,2,1,0.352918814371151
11,39,1,2,2,1,1,1,NaN
12,48,1,2,1,1,1,1,NaN
13,66,2,2,2,2,1,1,NaN
14,59,1,1,2,1,1,1,NaN
15,77,1,2,2,1,1,1,NaN
16,23,2,1,1,2,1,1,NaN
17,78,2,2,2,2,1,1,NaN
18,15,2,1,2,2,1,1,NaN
19,94,2,1,2,2,2,1,0.418930700162491
20,6,2,1,1,2,1,1,NaN
21,37,2,1,1,2,2,1,0.346933191221069
22,69,1,2,1,1,1,1,NaN
23,106,2,2,2,2,1,1,NaN
24,85,1,2,2,1,1,1,NaN
25,12,1,2,2,1,1,1,NaN
26,60,2,1,2,2,1,1,NaN
27,34,2,2,1,2,1,1,NaN
28,97,2,2,2,2,1,1,NaN
29,13,2,2,2,2,1,1,NaN
30,45,1,1,2,1,1,1,NaN
31,82,2,2,1,2,1,1,NaN
32,30,2,2,1,2,1,1,NaN
33,57,1,2,2,1,1,1,NaN
34,90,2,2,1,2,2,1,0.563534435405018
35,7,1,1,2,1,2,1,0.352431547830747
36,56,2,1,2,2,1,1,NaN
37,96,1,2,2,1,1,1,NaN
38,65,1,2,1,1,1,1,NaN
39,36,2,1,1,2,1,1,NaN
40,47,1,1,1,1,2,1,0.449581960427167
41,58,2,2,2,2,1,1,NaN
42,42,2,1,2,2,1,1,NaN
43,1,1,1,1,1,1,1,NaN
44,63,1,1,1,1,1,1,NaN
45,107,1,1,2,1,1,1,NaN
46,27,1,1,1,1,1,1,NaN
47,70,2,2,1,2,1,1,NaN
48,99,2,2,2,2,2,1,0.398020673563224
49,53,2,2,1,2,1,1,NaN
50,8,1,2,1,1,1,1,NaN
51,93,1,1,1,1,1,1,NaN
52,10,1,1,1,1,1,1,NaN
53,83,1,1,1,1,1,1,NaN
54,105,1,2,2,1,1,1,NaN
55,21,2,2,1,2,1,1,NaN
56,4,2,2,2,2,1,1,NaN
57,98,1,1,1,1,1,1,NaN
58,79,1,1,1,1,1,1,NaN
59,102,2,2,2,2,1,1,NaN
60,81,1,2,1,1,1,1,NaN
61,25,2,2,2,2,1,1,NaN
62,14,1,1,2,1,1,1,NaN
63,33,1,2,2,1,1,1,NaN
64,18,1,1,2,1,1,1,NaN
65,38,1,1,2,1,2,1,0.388294365178808
66,2,2,1,2,2,1,1,NaN
67,46,2,1,2,2,1,1,NaN
68,9,2,2,2,2,1,1,NaN
69,19,2,1,1,2,1,1,NaN
70,17,2,2,2,2,1,1,NaN
71,5,1,1,1,1,1,1,NaN
72,84,2,1,2,2,1,1,NaN
73,28,2,1,2,2,1,1,NaN
74,62,2,2,2,2,1,1,NaN
75,68,2,1,2,2,1,1,NaN
76,109,1,2,2,1,1,1,NaN
77,101,1,2,1,1,1,1,NaN
78,91,1,2,2,1,1,1,NaN
79,32,2,1,1,2,1,1,NaN
80,89,2,1,1,2,1,1,NaN
81,20,1,2,2,1,1,1,NaN
82,88,1,1,1,1,1,1,NaN
83,76,2,1,2,2,1,1,NaN
84,22,1,1,1,1,1,1,NaN
85,51,2,1,2,2,1,1,NaN
86,74,2,2,1,2,1,1,NaN
87,64,2,1,2,2,1,1,NaN
88,29,1,2,2,1,1,1,NaN
89,44,2,2,2,2,1,1,NaN
90,95,2,1,2,2,1,1,NaN
91,80,2,1,1,2,1,1,NaN
92,49,2,2,1,2,1,1,NaN
93,11,2,1,2,2,1,1,NaN
94,41,1,1,1,1,1,1,NaN
95,55,1,1,1,1,1,1,NaN
96,108,2,1,1,2,1,1,NaN
97,52,1,2,1,1,1,1,NaN
98,61,1,2,2,1,1,1,NaN
99,75,1,1,1,1,1,1,NaN
100,87,2,2,2,2,1,1,NaN
101,103,1,1,2,1,1,1,NaN
102,43,1,2,1,1,1,1,NaN
103,3,1,2,2,1,1,1,NaN
104,104,2,1,1,2,1,1,NaN
105,72,2,1,1,2,1,1,NaN
106,92,2,2,2,2,1,1,NaN
107,24,1,2,1,1,1,1,NaN
108,26,1,2,2,1,2,1,0.468065019208552
109,35,1,1,1,1,1,1,NaN
110,67,1,1,2,1,1,1,NaN
111,167,2,2,2,2,1,1,NaN
112,215,2,2,1,2,1,1,NaN
113,121,2,1,1,2,1,1,NaN
114,175,2,2,1,2,1,1,NaN
115,200,1,2,1,1,1,1,NaN
116,132,1,1,1,1,1,1,NaN
117,130,1,2,2,1,1,1,NaN
118,155,1,1,2,1,1,1,NaN
119,113,1,2,2,1,1,1,NaN
120,165,2,1,1,2,1,1,NaN
121,135,2,2,1,2,1,1,NaN
122,162,2,2,2,2,1,1,NaN
123,209,1,2,2,1,1,1,NaN
124,180,1,1,1,1,1,1,NaN
125,207,1,1,1,1,1,1,NaN
126,154,2,2,2,2,1,1,NaN
127,170,1,2,1,1,1,1,NaN
128,206,2,2,1,2,1,1,NaN
129,213,2,1,1,2,1,1,NaN
130,183,1,2,1,1,1,1,NaN
131,189,1,1,1,1,1,1,NaN
132,125,2,1,2,2,1,1,NaN
133,150,2,2,2,2,1,1,NaN
134,178,1,2,2,1,1,1,NaN
135,212,1,2,1,1,2,1,0.579832842700853
136,198,1,1,1,1,1,1,NaN
137,210,2,2,1,2,1,1,NaN
138,119,2,2,1,2,1,1,NaN
139,187,1,2,1,1,1,1,NaN
140,115,2,2,1,2,2,1,0.447160553007961
141,188,2,2,2,2,1,1,NaN
142,194,1,1,2,1,1,1,NaN
143,216,2,2,2,2,2,1,0.413552331108804
144,185,1,1,1,1,1,1,NaN
145,182,1,1,1,1,2,1,0.331084590934552
146,166,1,2,1,1,1,1,NaN
147,129,2,1,1,2,1,1,NaN
148,217,1,1,2,1,1,1,NaN
149,192,2,2,1,2,1,1,NaN
150,153,1,2,1,1,1,1,NaN
151,147,1,1,2,1,1,1,NaN
152,174,1,2,1,1,1,1,NaN
153,186,2,1,1,2,1,1,NaN
154,193,1,2,1,1,2,1,0.461316450790946
155,152,2,1,2,2,1,1,NaN
156,203,1,1,2,1,1,1,NaN
157,138,2,1,1,2,1,1,NaN
158,134,1,2,1,1,1,1,NaN
159,205,1,2,1,1,1,1,NaN
160,208,2,1,2,2,1,1,NaN
161,118,1,2,1,1,1,1,NaN
162,159,1,1,2,1,1,1,NaN
163,116,1,1,1,1,1,1,NaN
164,191,1,2,2,1,1,1,NaN
165,151,1,1,2,1,1,1,NaN
166,157,1,2,2,1,1,1,NaN
167,158,2,2,2,2,1,1,NaN
168,111,1,1,2,1,1,1,NaN
169,126,1,2,2,1,1,1,NaN
170,122,1,2,2,1,1,1,NaN
171,136,2,2,2,2,2,1,0.512781454957803
